මැලේසියාවේ	P	Malaysia	වේ
දෙපාර්තමේන්තුවට	N	department	ුවට
පැකට්	N	packet	
ගෑස්	N	gas	
චීනයට	P	China	යට
ටිකට්	N	ticket	
කොරියාවේ	P	Korea	වේ
ඩවුන්ලෝඩ්	E	download	
මෑන්	E	man	
ජපන්	P	Japan	
කොමෙන්ටුවක්	E	comment	ුවක්
ආර්	E	R	
අන්කල්	E	uncle	
මක්කම	P	Mecca	
කොන්ක්‍රීට්	N	concrete	
ඊජිප්තු	P	Egypt	ු
ඇමෙරිකාවේ	P	America	වේ
මීටරයක්	N	metre	යක්
ජූරි	N	jury	
නෙල්සන්	P	Nelson	
ලිනක්ස්	P	Linux	
පෝල්	P	Paul	
පොස්ට්	E	post	
මියුසික්	E	music	
ඊමේල්	E	email	
ෂුවර්	E	sure	
කිලෝමීටර්	N	kilometre	
කැප්ටන්	E	captain	
චාලි	P	Charlie	
බැංකොක්	P	Bangkok	
හලෝ	E	hello	
එච්	E	H	
ගැසට්	N	gazette	
ආතර්	P	Arthur	
සිංගප්පූරුවේ	P	Singapore	ුවේ
ගෝල්ඩන්	E	golden	
සයිබර්	E	cyber	
කමිටුවේ	N	committee	ුවේ
ජිනීවා	P	Geneva	
ටීවි	E	TV	
පිස්තෝලයක්	N	pistol	යක්
ජූලි	N	July	
ස්ටීවන්	P	Stephen	
මාර්කට්	E	market	
කමෙන්ටුවක්	E	comment	ුවක්
මැච්	E	match	
බෝතලයක්	N	bottle	යක්
බුරුම	P	Burma	
රොබට්	P	Robert	
දිස්ත්‍රික්කය	N	district	ය
රොක්	E	rock	
සැමුවෙල්	P	Samuel	
බෝම්බයක්	N	bomb	යක්
එංගලන්තය	P	England	ය
එල්ටීටීඊ	E	LTTE	
මරියා	P	Maria	
වික්ටර්	P	Victor	
ට්‍රක්	E	truck	
රම්බෝ	P	Rambo	
ලින්කන්	P	Lincoln	
පාට්	E	part	
ක්‍රිස්තු	P	Christ	
ෂෙල්ටන්	P	Shelton	
ආසියාව	P	Asia	ව
චැනල්	E	channel	
ෂර්ට්	E	shirt	
ඇල්බට්	P	Albert	
ඒඩ්ස්	N	AIDS	
ඉංජිනේරු	N	engineer	ු
ටෝක්	E	talk	
මර්වින්	P	Mervyn	
කැනඩාවට	P	Canada	වට
ජපානයේ	P	Japan	යේ
ඉරානයේ	P	Iran	යේ
සිමෙන්ති	N	cement	ි
හෝල්	E	hall	
එරික්	P	Eric	
කොමිසමේ	N	commission	ේ
හෝටලයේ	N	hotel	යේ
රැඩිකල්	E	radical	
කාටූන්	N	cartoon	
සවුදි	P	Saudi	
අරාබිය	P	Arabia	ය
ඇමරිකාවෙ	P	America	වෙ
ඉස්කෝලෙන්	N	school	ෙන්
කොස්තාපල්	N	constable	
රුසියාවට	P	Russia	වට
දිස්ත්‍රික්කයට	N	district	කයට
ඇරිස්ටෝටල්	P	Aristotle	
එංගලන්තෙ	P	England	ෙ
මාකට්	E	market	
වික්ටෝරියානු	P	Victorian	
ඔබාමා	P	Obama	
ගාන්ධි	P	Gandhi	
ෆේස්	E	face	
ලව්	E	love	
මාස්ටර්	E	master	
මහේස්ත්‍රාත්වරයා	N	magistrate	වරයා
රොකට්	N	rocket	
සැම්සන්	P	Samson	
ලයින්	E	line	
සීට්	E	seat	
පාර්ලිමේන්තුවට	N	parliament	ුවට
ප්ලාස්ටික්	N	plastic	
මාර්ටින්	P	Martin	
ග්‍රෑම්	N	gram	
බෝට්ටු	N	boat	ටු
සිරිල්	P	Cyril	
කෙන්ජි	P	Kenji	
අමෙරිකානු	P	American	
වීසා	N	visa	
ෆුල්	E	full	
නෙට්	E	net	
‍පොලීසියට	N	police	ියට
කොමිස්	N	commission	
බනිස්	N	buns	
ඉස්පිරිතාලෙට	N	hospital	ෙට
ප්ලේ	E	play	
සෙක්ස්	E	sex	
ස්පාටකස්	P	Spartacus	
ෆිල්ම්ස්	E	films	
සපෝට්	E	support	
සැලොන්	E	salon	
යුරෝපයට	P	Europe	යට
බොක්ස්	E	box	
බැංකුව	N	bank	ුව
ආසියා	P	Asia	
පාර්ලිමේන්තුවේදී	N	parliament	ුවේදී
ඛාන්	P	Khan	
අප්ඩේට්	E	update	
රගර්	N	rugger	
ඇමෙරිකන්	P	American	
ස්පාඤ්ඤ	P	Spain	
සිනමාවට	N	cinema	වට
ප්‍රෝග්‍රෑම්	E	program	
රෙගුලාසි	N	regulations	
රුසියානු	P	Russian	
රවුම්	N	round	
ජනරාල්	N	general	
බැංකුවෙන්	N	bank	ුවෙන්
රුසියාවේ	P	Russia	වේ
සිරියානු	P	Syrian	
සොරි	E	sorry	
සයිස්	E	size	
කාල්	P	Karl	
ෆයර්	E	fire	
මැක්ස්	P	Max	
බොන්ඩ්	E	bond	
කැබ්	E	cab	
කොමිසමක්	N	commission	ක්
කොමෙන්ටු	E	comment	ු
ලොක්	E	lock	
මාර්ක්	P	Mark	
ස්කොට්	P	Scott	
ඇමේසන්	P	Amazon	
ඔස්ට්‍රේලියාවේ	P	Australia	වේ
ජෝන්	P	John	
ෂෝ	E	show	
බැංකුවක	N	bank	ුවක
කමෙන්ටුව	E	comment	ුව
සිග්නල්	E	signal	
බැක්ටීරියා	N	bacteria	
බෲස්	P	Bruce	
ඔක්තෝම්බර්	N	October	
සිංගප්පූරු	P	Singapore	
මැල්කම්	P	Malcolm	
එංගලන්තයට	P	England	යට
තායිලන්ත	P	Thailand	
බටර්	N	butter	
සර්ගේ	E	sir	ගේ
සුපර්	E	super	
ඇඩ්මින්	E	admin	
සයිකල්	N	cycle	
ගරිල්ලන්	N	guerrilla	න්
හෝටලය	N	hotel	ය
චෙක්	E	check	
ජේසුස්	P	Jesus	
කමිටුවක්	N	committee	ුවක්
ටීචර්	E	teacher	
සීසර්	P	Caesar	
ඩේටා	E	data	
ස්කොට්ලන්තයේ	P	Scotland	යේ
ඉස්පිරිතාලේ	N	hospital	ේ
ලන්ඩන්	P	London	
වින්ඩෝස්	P	Windows	
බ්ලොගය	E	blog	ය
ගේට්ටු	N	gate	ටු
සීඩී	E	CD	
රේසින්	E	racing	
පෘතුගීසි	P	Portuguese	
නිව්ටන්	P	Newton	
ඉංග්‍රීසීන්	P	English	ීන්
බැංකුවලට	N	bank	ුවලට
එන්ජිම	N	engine	ම
කරන්ට්	N	current	
ලෙස්ටර්	P	Lester	
ජැක්සන්	P	Jackson	
මීෂ්කා	P	Mishka	
රෝවර්	E	rover	
ටෙන්ඩර්	N	tender	
ජෙනරාල්	N	general	
වික්ටර්ගෙ	P	Victor	ගෙ
සයිඩ්	E	side	
හැරිසන්	P	Harrison	
කෝච්චිය	N	coach	චිය
රසල්	P	Russell	
සෝයා	N	soya	
සෞදි	P	Saudi	
ඩැනී	P	Danny	
ජෝ	P	Joe	
බැංකුවට	N	bank	ුවට
බ්‍රිතාන්‍යයේ	P	Britain	යේ
මහේස්ත්‍රාත්	N	magistrate	
කාටුන්	N	cartoon	
සින්ඩි	P	Cindy	
ඊශ්‍රායලය	P	Israel	ය
ලෙවල්	E	level	
සෝවියට්	P	Soviet	
කෝච්චි	N	coach	චි
එංගලන්ත	P	England	
ඊඩිපස්	P	Oedipus	
ඕලන්ද	P	Holland	
බිස්කට්	N	biscuit	
බෝඩිමේ	N	boarding	මේ
චීස්	N	cheese	
හෝම්ස්	P	Holmes	
තමිල්නාඩු	P	Tamil Nadu	
චීනෙන්	P	China	ෙන්
‍පොලිසියේ	N	police	ියේ
ජොලියේ	N	jolly	යේ
හෝටලයට	N	hotel	යට
මැලේසියාවට	P	Malaysia	වට
ලොරි	N	lorry	
කමෙන්ට්ස්	E	comments	
අෆ්රිඩි	P	Afridi	
ඉන්ටර්නෙට්	E	internet	
ලේක්	E	lake	
ඇනිමේෂන්	E	animation	
ඔස්ට්‍රේලියාව	P	Australia	ව
ෆ්‍රොයිඩ්	P	Freud	
මාක්ස්වාදී	P	Marx	වාදී
ටීම්	E	team	
ක්ලාස්	E	class	
ජිප්සීස්	E	gypsies	
රැප්	E	rap	
හෝටල්වල	N	hotel	වල
වික්ටර්ගේ	P	Victor	ගේ
ප්‍රින්සිපල්	E	principal	
චාල්ස්	P	Charles	
ප්ලීස්	E	please	
ගාගමෙල්	P	Gargamel	
චාටර්	E	charter	
පොලීසියේ	N	police	ියේ
රිප්ලයි	E	reply	
නිවුටන්	P	Newton	
තැන්කු	E	thank you	
කල්වාරි	P	Calvary	
ඔලිවර්	P	Oliver	
ග්‍රේටල්	P	Gretel	
හැන්සල්	P	Hansel	
ෆොන්ට්	E	font	
රෙජීමයේ	E	regime	යේ
කෝච්චියට	N	coach	චියට
කැමරාවේ	N	camera	වේ
ටැංකියට	N	tank	ියට
බෙන්	P	Ben	
වයින්	N	wine	
ඇමරිකා	P	America	
බ්ලොගයේ	E	blog	යේ
ජෝක්ස්	E	jokes	
ට්‍රිප්	E	trip	
ස්ටේෂන්	E	station	
රයන්	P	Ryan	
වොෂින්ටන්	P	Washington	
බග්	E	bug	
නෝට්ටුවක්	N	note	ටුවක්
ග්‍රැන්විල්	P	Granville	
ඇල්ෆා	N	alpha	
සැටලයිට්	E	satellite	
වියට්නාමයේ	P	Vietnam	යේ
මොබයිල්	E	mobile	
බසය	N	bus	ය
මොරියාටි	P	Moriarty	
ආම්ස්ට්‍රෝං	P	Armstrong	
හොලිවුඩ්	P	Hollywood	
පවුම්	N	pound	
මොංගල්	P	Mongol	
රුසියානුවන්	P	Russian	වන්
අප්ලෝඩ්	E	upload	
ලියනාඩෝ	P	Leonardo	
ග්‍රෙගරි	P	Gregory	
ඉස්කෝල	N	school	
එංජිම	N	engine	ම
ඉරාකය	P	Iraq	ය
හමාස්	P	Hamas	
ඔස්කාර්	P	Oscar	
ලෝඩ්	E	load	
නිව්ස්	E	news	
ක්ලික්	E	click	
ලිබියාව	P	Libya	ව
ඉංග්‍රීසියට	P	English	යට
ඔපෙරා	N	opera	
කොමෙන්ටුවට	E	comment	ුවට
අයිස්ක්‍රීම්	N	ice cream	
සැලඩ්	E	salad	
ඊජිප්තුවෙ	P	Egypt	ුවෙ
පොසිල	N	fossil	
කැමරාව	N	camera	ව
කින්ග්	P	King	
තායිලන්තය	P	Thailand	ය
ක්‍රීම්	N	cream	
ඩාවින්ගේ	P	Darwin	ගේ
හෝටලේක	N	hotel	ේක
මාක්ස්ගේ	P	Marx	ගේ
ජෑම්	N	jam	
මයිකල්	P	Michael	
ඇමරිකාවෙන්	P	America	වෙන්
කර්නල්	N	colonel	
අමෙරිකා	P	America	
නොක්ස්	P	Knox	
හෝටලයක්	N	hotel	යක්
බ්ලොක්	E	block	
ඉලෙක්ට්‍රෝන	N	electron	
විලියම්	P	William	
කිලෝමීටර	N	kilometre	
ඩේවිඩ්	P	David	
ඩබල්	E	double	
කාටුන්වල	N	cartoon	වල
ගැරේජ්	E	garage	
බීබීසී	P	BBC	
බැටරි	N	battery	
ප්‍රින්ට්	E	print	
ඕඩර්	E	order	
චොකලට්	N	chocolate	
පොලීසියෙන්	N	police	ියෙන්
හෝමෝන	N	hormone	
යුරෝපීයයන්ට	P	Europe	ීයයන්ට
පාව්ලික්	P	Pavlik	
සීරිස්	E	series	
මසාජ්	E	massage	
හැනිබාල්	P	Hannibal	
ටවර්	E	tower	
බොලිවුඩ්	P	Bollywood	
ජොලියක්	N	jolly	යක්
අමිතාබ්	P	Amitabh	
ජැක්	P	Jack	
සෑම්ටයි	P	Sam	ටයි
ඩීන්ටයි	P	Dean	ටයි
කෝච්චියක්	N	coach	චියක්
නොක්ස්ගේ	P	Knox	ගේ
ෆන්	E	fun	
ටොරොන්ටෝ	P	Toronto	
මාක්ස්වාදීන්	P	Marx	වාදීන්
චාන්ස්	E	chance	
කැමරාවෙන්	N	camera	වෙන්
ස්කයිප්	P	Skype	
ඒජන්ට්	E	agent	
කබඩ්	N	cupboard	
බෝට්ටුවක්	N	boat	ටුවක්
බ්‍රයන්	P	Brian	
ෂර්ලොක්	P	Sherlock	
ප්‍රෝටීන	N	protein	
විස්කි	N	whisky	
කේජ්	P	Cage	
ආසියාවට	P	Asia	වට
ජිල්	P	Jill	
රේගන්	P	Reagan	
වෙල්කම්	E	welcome	
නොර්වේ	P	Norway	
හෑන්ඩ්	E	hand	
නෝ	E	no	
අයිටීඑන්	E	ITN	
ගෝබි	P	Gobi	
ලයිසන්	N	licence	
බැච්	E	batch	
වියට්නාම්	P	Vietnam	
සුනාමි	N	tsunami	
අරාබියෙ	P	Arabia	යෙ
කොමිසම්	N	commission	
ලෙස්බියන්	E	lesbian	
පොලිසි	N	police	ි
බාමියන්	P	Bamiyan	
සිරප්	E	syrup	
නර්ස්	E	nurse	
මැලේසියාව	P	Malaysia	ව
ජස්මින්ව	P	Jasmine	ව
ග්‍රීක	P	Greek	
මැෂිම	N	machine	
යුනිකෝඩ්	P	Unicode	
ඩ්‍රයිවර්	E	driver	
ඒරියා	E	area	
කැමරාවක්	N	camera	වක්
කිලෝමීටර්ක්	N	kilometre	ක්
කමිටු	N	committee	ු
ජෝසප්	P	Joseph	
තායිලන්තයට	P	Thailand	යට
ක්ලිප්	E	clip	
සීරීස්	E	series	
යුරේනියම්	N	uranium	
ඉෆෙක්ට්ස්	E	effects	
පාටියට	N	party	යට
සක්බර්ග්ගෙන්	P	Zuckerberg	ගෙන්
එලියට්	P	Eliot	
මීටින්	E	meeting	
මැකා‍ෆි	P	McAfee	
ස්පෑම්	E	spam	
ඊතන්ගෙ	P	Ethan	ගෙ
කාරෙකෙන්	N	car	ෙකෙන්
ඇන්ජලිස්	P	Angeles	
කියොතෝ	P	Kyoto	
බෑන්ඩ්	E	band	
බයිබලේ	N	Bible	ේ
ඊශ්‍රායල්	P	Israel	
බේට්ස්	P	Bates	
ඉංග්‍රීසින්	P	English	ින්
මැලේසියානු	P	Malaysia	නු
මාකේස්	P	Marquez	
හෝටලේ	N	hotel	ේ
ට්විටර්	P	Twitter	
කරච්චි	P	Karachi	
මේට්‍රික්ස්	P	Matrix	
කොමෙන්ට්ස්	E	comments	
බයිසිකල්	N	bicycle	
යේසුස්	P	Jesus	
ෆ්‍රී	E	free	
සෝර්බා	P	Zorba	
සීසන්	E	season	
ගැප්	E	gap	
අමෙරිකාවේ	P	America	වේ
මීඩියා	E	media	
ඉවාන්	P	Ivan	
කේබල්	E	cable	
මැෂිමක්	N	machine	ක්
සර්ච්	E	search	
ජර්මන්	P	German	
පාටියක්	N	party	යක්
එෆ්	E	F	
ගේමට	E	game	ට
අලිපුර්දුවාර්	P	Alipurduar	
ප්ලේයර්	E	player	
ඉලෙක්ට්‍රොනික	N	electronic	
සෑම්ට	P	Sam	ට
කයිරෝ	P	Cairo	
පෝස්ටර්	E	poster	
සිග්මන්	P	Sigmund	
නේටෝ	P	NATO	
විකිලීක්ස්	P	WikiLeaks	
ඇමරිකන්	P	American	
ගේට්ටුවෙන්	N	gate	ටුවෙන්
ඩෙරෙක්	P	Derek	
ජගුවරයා	N	jaguar	යා
ටැබ්ලට්	E	tablet	
හැරීගේ	P	Harry	ගේ
ගඩාෆි	P	Gaddafi	
හැරීගෙන්	P	Harry	ගෙන්
මාග්‍රට්	P	Margaret	
ග්‍රීන්	E	green	
කොපිය	N	copy	ය
කැන්ටර්	P	Canter	
ඇට්ලස්	E	atlas	
ඩිස්නි	P	Disney	
ගවුම්	N	gown	
යෝගට්	N	yoghurt	
ඉන්දියානුවා	P	India	නුවා
ඔකේ	E	okay	
සැන්ඩ්‍රා	P	Sandra	
ටෙලිනාට්‍යයේ	N	tele	නාට්‍යයේ
පාරේලිමේන්තු	N	parliament	ු
ලොරිය	N	lorry	ය
රිපෝට්	E	report	
බෝඩ්	E	board	
එඩ්වඩ්	P	Edward	
ඉරානයට	P	Iran	යට
නිකලස්	P	Nicolas	
මේරි	P	Mary	
මාර්කෝ	P	Marco	
ඩාන්ස්	E	dance	
මියන්මාර්	P	Myanmar	
ගේට්	E	gate	
මිලිටරි	E	military	
ක්‍රෙඩිට්	E	credit	
ජේසුතුමා	P	Jesus	තුමා
අමෙරිකාව	P	America	ව
කොමිසමට	N	commission	ට
කොමියුනිස්ට්	N	communist	
ඔස්කා	P	Oscar	
ෆයිල්	E	file	
පාර්ලිමේන්තුවක්	N	parliament	ුවක්
පේටන්ට්	E	patent	
හවායි	P	Hawaii	
ලතින්	P	Latin	
ස්ටාර්	E	star	
ස්ටයිල්ස්	E	styles	
වීඩියෝව	E	video	ව
ඇප්	E	app	
චොක්ලට්	N	chocolate	
ජෝන්ගේ	P	John	ගේ
විලියර්ස්	P	Villiers	
පෙන්	E	pen	
රුසියන්	P	Russian	
ජපානය	P	Japan	ය
කොයිරාල	P	Koirala	
මැන්ඩෙලාගේ	P	Mandela	ගේ
ගුජරාටයේ	P	Gujarat	යේ
කවර්	E	cover	
මැනේජ්මන්ට්	E	management	
ඩයරි	E	diary	
පොටර්	P	Potter	
තායිවානය	P	Taiwan	ය
පකිස්ථානය	P	Pakistan	ය
මාස්ටර්ගේ	N	master	ගේ
බච්චන්	P	Bachchan	
මැතිව්ස්	P	Mathews	
ක්ලැරන්ස්	P	Clarence	
පොෂ්	E	posh	
ඔෆීස්	E	office	
පැකේජ්	E	package	
ෂෝහිබ්	P	Shoaib	
ඉතාලියෙන්	P	Italy	යෙන්
ජිනීවාවලදී	P	Geneva	වලදී
෴බයිස්කෝප්	N	bioscope	
ලෝගෝව	E	logo	ව
බෙකට්	P	Beckett	
සිම්පල්	E	simple	
ටූල්	E	tool	
කා‍ටුන්	N	cartoon	
වෙරෝනිකා	P	Veronica	
පාහියන්	P	Fa-Hien	
ලින්කන්ගෙ	P	Lincoln	ගෙ
තෑන්ක්	E	thank	
එරික්ගේ	P	Eric	ගේ
නිකල්ස්	P	Nichols	
මාකස්	P	Marcus	
සිනමාකරණය	N	cinema	කරණය
යුරෝපේ	P	Europe	ේ
ගේට්ටුවේ	N	gate	ටුවේ
බයිසිකලයක	N	bicycle	යක
ටැලන්ට්	E	talent	
බැක්	E	back	
මාක්ස්වාදයත්	P	Marx	වාදයත්
බාර්	E	bar	
ක්ලේමෝ	E	claymore	
සල්මන්	P	Salman	
ෆ්‍රෙඩී	P	Freddie	
ඒඞ්ස්	N	AIDS	
කැලිෆෝනියාවේ	P	California	වේ
අයිසැක්	P	Isaac	
කියුබාවෙන්	P	Cuba	වෙන්
චිම්පන්සියෙකු	N	chimpanzee	යෙකු
මැරතන්	N	marathon	
කැම්පේන්	E	campaign	
මයිකල්ට	P	Michael	ට
කොමන්ට්	E	comment	
බුක්	E	book	
මාටින්	P	Martin	
සුනාමියක්	N	tsunami	යක්
ටොම්	P	Tom	
ලේබල්	E	label	
ලෝරන්ට්ස්	P	Lorentz	
ත්‍රීවීල්කාරයෝ	N	three-wheel	කාරයෝ
සිනමාහල්	N	cinema	හල්
සිම්රන්ට	P	Simran	ට
නෝට්ටුවකද	N	note	ටුවකද
ඇමරිකානුවන්	P	American	වන්
බර්ගිටා	P	Birgitta	
ෂැඩෝට	E	shadow	ට
දිස්ත්‍රික්ක	N	district	ක
සුඩානය	P	Sudan	ය
බිග්	E	big	
අප්සෙට්	E	upset	
ඩෙරික්	P	Derek	
බයිසිකලේ	N	bicycle	ේ
කොලෙජ්	E	college	
හෙරොයින්	N	heroin	
ඉවෝන්ගේ	P	Yvonne	ගේ
දෙපාර්තුමේන්තුව	N	department	ව
ඉකොබොඩ්	P	Ichabod	
නෝමන්	P	Norman	
බූට්	N	boot	
පාකිස්තානේ	P	Pakistan	ේ
හෝටලයේදී	N	hotel	යේදී
ලිප්ස්ටික්වත්	E	lipstick	වත්
කිට්	E	kit	
ඛන්නා	P	Khanna	
ටින්ටින්	P	Tintin	
චෝගම්	P	CHOGM	
රූම්	E	room	
බයික්	E	bike	
එඩ්ගා	P	Edgar	
කොරියා	P	Korea	
සුනාමියට	N	tsunami	යට
එයාර්	E	air	
හිට්ලර්ගෙත්	P	Hitler	ගෙත්
බොලීවියාවේ	P	Bolivia	වේ
ශයිලොක්ලා	P	Shylock	ලා
සෙනෙට්	N	senate	
සිලින්ඩරාකාර	N	cylinder	ාකාර
ස්ටීව්	P	Steve	
ටයිම්	E	time	
ටයි	E	tie	
රෝමයේ	P	Rome	යේ
අල්ට්‍රා	E	ultra	
කන්ටේනර්	E	container	
කාරය	N	car	ය
හැපි	E	happy	
බැංකුවෙ	N	bank	ුවෙ
මැනේජර්ගෙ	E	manager	ගෙ
බුකියේ	E	book	ියේ
මැතිව්	P	Matthew	
පිරමිඩ	N	pyramid	
ග්‍රැෆික්	E	graphic	
රෙජිමය	E	regime	ය
දනියෙල්	P	Daniel	
මිගෙල්	P	Miguel	
කොලිටි	E	quality	
හාඩ්වික්	P	Hardwick	
ජම්පරේ	N	jumper	ේ
රොබින්හූඩ්	P	Robin Hood	
රම්බෝව	P	Rambo	ව
පිලිපීනය	P	Philippines	ය
ත්‍රීවිල්	N	three-wheel	
පිනොකියෝ	P	Pinocchio	
ජැක්ව	P	Jack	ව
විලීගේ	P	Willie	ගේ
ඇක්ෂන්	E	action	
ගේට්ස්	P	Gates	
බුරුමය	P	Burma	ය
රින්ග	E	ring	
චාර්ල්ස්	P	Charles	
ඕපන්	E	open	
කොම්පියුටර්	E	computer	
බැබිලෝනියාවේ	P	Babylonia	වේ
ඉන්ග්ලිෂ්	E	English	
හස්බන්ඩ්	E	husband	
වයිෆ්	E	wife	
ලිමිට්	E	limit	
ස්ටීවන්ට	P	Stephen	ට
කෝච්චියෙ	N	coach	චියෙ
එවරස්ට්	P	Everest	
මුර්සි	P	Morsi	
ජීමේල්	P	Gmail	
ඔරිජිනල්	E	original	
දිස්ත්‍රික්කයෙන්	N	district	කයෙන්
පොසිලයේ	N	fossil	යේ
ෂර්ලොක්ට	P	Sherlock	ට
ඩොනල්ඩ්	P	Donald	
රෙජීමය	E	regime	ය
ස්පාටකස්ගේ	P	Spartacus	ගේ
යූස්	E	use	
ටාසන්	P	Tarzan	
සිනමාශාලා	N	cinema	ශාලා
වේගාස්	P	Vegas	
රිමාන්ඩ්	E	remand	
රොඩ්නි	P	Rodney	
මොඩර්න්	E	modern	
චිකාගෝ	P	Chicago	
මැරීඩ්	E	married	
ගල්ෆ්	P	Gulf	
ඩෙනී	P	Denny	
