en_us	1013105539685596590.wav	0.080	UN peacekeepers, who arrived in Haiti after the 2010 earthquake, are being blamed for the spread of the disease, which started near the troops' encampment.
en_us	10136337203146620824.wav	0.053	The unmanned lunar orbiter Chandrayaan-1 ejected its Moon Impact Probe (MIP), which hurtled across the surface of the Moon at 1.5 kilometers per second (3,000 miles per hour) and successfully crashed landed near the Moon's south pole.
en_us	10137196216709511300.wav	0.000	They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.
en_us	10141734810091754959.wav	0.056	Unattended bags are a target for theft and can also attract attention from authority wary of bomb threats.
en_us	10151056386986507292.wav	0.091	Examples include control, planning, and scheduling, the ability to answer customers' diagnoses and questions, as well as handwritten handwriting recognition, voice, and face.
en_us	10159409021975086177.wav	0.000	Other scientists argue that these plants are very poisonous, so it is unlikely that any dinosaur ate them. Even though today the sloth and other animals like the parrot, a descendant of the dinosaurs, can eat poisonous leaves or fruit.
en_us	10162270072026209545.wav	0.000	In fact, there is not one good thing to learn. Learning takes place in the experience between the learner and the knowledge presented.
en_us	101743829726771841.wav	0.062	Permits must be reserved in advance. You must have a permit to stay overnight at Serena.
en_us	10174405558343851822.wav	0.032	The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for better grasp of the ice, even when tilted.
en_us	10175391896368654283.wav	0.000	The outer part we see when we look at the sun is called the photosphere, which means "ball of light."
en_us	10178365693094956410.wav	0.000	This theory contradicts the claim that the moon is completely devoid of geologic activity.
en_us	10179664885757629237.wav	0.000	Another disadvantage of zoom lenses is that the maximum aperture, the speed of the lens, is usually lower.
en_us	10179834519635085814.wav	0.000	A couple of thousand staff live here in summer in some four dozen bases, mostly in those areas. A small number stay over winter.
en_us	101878894705622706.wav	0.033	Unfortunately, when you make a DVD, its borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.
en_us	10191666949411088749.wav	0.000	Visibility may also be restricted by falling or blowing snow, or by condensation or ice on vehicle windows.
en_us	10194683375717472152.wav	0.056	In essence, the Renaissance made a significant change in the approach to learning and the disemination of knowledge.
en_us	10210365752259899340.wav	0.000	Historically, most farmers were engaged in subsistence agriculture, and this is still the case in many developing nations.
en_us	10212540979459508702.wav	0.000	21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.
en_us	10219844072403993713.wav	0.188	Some people believe that experiencing many asphyxia-induced lucid dreams, often in depth, can be very exhausting.
en_us	10223742005187189295.wav	0.000	Northern Rock had required support due to its exposure during the subprime mortgage crisis in 2007.
en_us	10231712129332350668.wav	0.000	In the context of romanticism, the geography molded individuals, and over time, customs and culture related to that geography arose. And these, being in harmony with the place of the society, were better than arbitrarily imposed laws.
en_us	10234070366376868199.wav	0.053	Officials for the city of Amsterdam and the Antwerp Museum state that the tree is infected with a fungus and poses a public health hazard, as they argue that it was in imminent danger of falling over.
en_us	10234546753469389723.wav	0.083	We will endeavor to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level," Hugh said.
en_us	10239681490652624294.wav	0.000	Beijing will host the opening and closing ceremonies and the indoor ice events.
en_us	10246629468878988566.wav	0.222	After the fire, the fortress was preserved and protected, remaining to be one of the one of Butane's most sensational attractions.
en_us	10257101033047781847.wav	0.043	Within a few short years following the arrival of European explorers, the population of Tannos had significantly been reduced by the Spanish conquerors.
en_us	10259747834402357448.wav	0.000	Shortly after, the Atlanta Journal Constitution published a report showing problems with test results.
en_us	10266843957565053992.wav	0.114	In 1885, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimono-Seki, by which cedes sovereignty over Taiwan to Japan, which rules the island until 1945.
en_us	10270290819896304144.wav	0.056	Occasional specialist air tours go inland, for mountaineering or to reach the pole, which has a larger base.
en_us	10272822324083082647.wav	0.000	While San Francisco's economy is linked to it being a world-class tourist attraction, its economy is diversified.
en_us	10275410642824817511.wav	0.000	At the time, nearly 100 residents were evacuated from the area.
en_us	10284306188323034533.wav	0.000	The D-Day landings and the following battles had freed the north of France, but the south still wasn't free.
en_us	10290090126919205006.wav	0.067	It can be better to use an agent who frequently books similar trips to users.
en_us	10292156081149395822.wav	0.000	Because of their success with submarines, after the war, Germans aren't trusted to have many of them.
en_us	10301097832015643019.wav	0.059	Leonov, also known as Cosmonaut Number 11, was part of the Soviet Union's original team of cosmonauts.
en_us	10306249055897652632.wav	0.105	The station's website describes the show as "old school radio theater with a new and outrageous geeky spin."
en_us	10310834163979100316.wav	0.000	The number of native speakers varies depending on whether or not very closely related dialects are counted.
en_us	1031118502325718324.wav	0.056	Dr. Tony Mall discovered the extremely drug-resistant tuberculosis (XDR-TB) in the South African region, KwaZulu Natal.
en_us	10317612098586718818.wav	0.000	He was immediately attended to by the on-track medical staff and transported to a local hospital, where he later died.
en_us	10330747822935756942.wav	0.080	Summits include breathtaking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.
en_us	10338610532559407854.wav	0.000	It has a notably wide variety of plant communities due to its range of microclimates, differing soils, and varying levels of altitude.
en_us	10348809555827947848.wav	0.000	When the individuals show several variants of a particular trait, they are polymorphic.
en_us	10359421826715647959.wav	0.000	If you're feeling more adventurous, take the opportunity to juice or blend up some smoothies.
en_us	103719521794353602.wav	0.000	Joining such a network usually just requires filling out an online form, although some networks offer or require additional verification.
en_us	10372905804427047754.wav	0.000	After the results came in, Gingrich lauded Santorum, but had tough words for Romney, on whose behalf negative campaign advertisements were aired in Iowa against Gingrich.
en_us	10387241040169250023.wav	0.000	It can be made very thin and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts.
en_us	10390532150066487187.wav	0.062	This gives resolution almost four times that of a 35-millimeter negative: 3,136 mm² versus 864.
en_us	10392762248334463312.wav	0.088	Vikings use the Russian waterways to get to the Black Sea and Caspian Sea. Parts of this route can still be used. Check possible need for special permits, which may be difficult to get.
en_us	10413170076087660898.wav	0.050	Organizers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover.
en_us	10434054745767040310.wav	0.000	Sophocles and Aristophanes are still popular playwrights, and their plays are considered to be among the greatest works of world literature.
en_us	10439130922178714537.wav	0.000	Income tax is structured differently in different countries, and the tax rates and brackets vary widely from one country to another.
en_us	10444037509590899012.wav	0.000	Christopher Garcia, a spokesperson of the Los Angeles Police Department, said, "The suspected male offender is being investigated for trespassing rather than vandalism."
en_us	10447708425565331376.wav	0.000	Traveling to Walt Disney World represents a major pilgrimage for many American families.
en_us	1046484735805754027.wav	0.000	A formal anniversary event was scheduled for a later date, officials said.
en_us	10484051107801018051.wav	0.000	Due to the religious significance of the city and, in particular, the many sites of, the old city area, Jerusalem is one of the main tourist destinations in Israel.
en_us	10486050776364562087.wav	0.000	The Great Pyramid was created to honor the pharaoh Khufu, and many of the smaller pyramids, tombs, and temples were built to honor Khufu's wives and family members.
en_us	10486074178374313783.wav	0.077	Negotiators tried to rectify the situation, but the prisoner's demands are not clear.
en_us	1050477679118806734.wav	0.031	Its status declined during the 12th century, mainly due to the fact that crusaders had returned bearing gifts such as silks and spices that were valued more than what Byzantine markets offered.
en_us	10510153546610013904.wav	0.105	The focus of this mindset is speed, logic, accuracy, also identification of facts, reapplying existing techniques, and gathering information.
en_us	10518340113376611222.wav	0.000	The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.
en_us	1052565800742022523.wav	0.000	I was moved every time we did a rehearsal on this from the bottom of my heart.
en_us	10526419474516693838.wav	0.000	The show originally featured amateur voice actors local to East Texas.
en_us	10531223294584041064.wav	0.143	The director of public prosecutions, Kier Starmore QC, gave a statement this morning announcing the prosecution of both Hune and Price.
en_us	10536139564866932703.wav	0.235	They are regaling each other with stories from their hometowns, told in their distinct accents in local argo.
en_us	1053887411369055132.wav	0.200	Maru Shidore had finished on top of the ladder, six points clear of Nusa in second.
en_us	10539228290003109933.wav	0.000	This way, you will tire yourself out as little as possible. Remember, there's no need to hit the keys with a lot of force for extra volume, like on the piano.
en_us	10542374164657939642.wav	0.000	Many buildings are quite beautiful to look at. And the view, from a tall building or from a cleverly positioned window, can be a beauty to behold.
en_us	10551103199889399039.wav	0.000	Products can be purchased as needed, but most will have little or no real impact on performance.
en_us	10555762737782978722.wav	0.000	In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.
en_us	10557201312621577000.wav	0.000	The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe.
en_us	10571191204265501281.wav	0.083	We will endeavor to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level," who said.
en_us	10573901507893924531.wav	0.027	Lead researchers say this may bring early detection of cancer, tuberculosis, HIV, and malaria to patients in low-income countries, where the survival rate for illnesses such as breast cancer can be half those of richer countries.
en_us	10574141124322571596.wav	0.154	Dr. Lee also expressed his concern about reports that children in Turkey have now become infected with the A H five N one avian influenza virus without becoming ill.
en_us	1057928664059977691.wav	0.053	Later reports then stated that the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.
en_us	10584470142080715045.wav	0.062	For those who enjoy outdoor activities, a trek up to Sea to Sky Corridor is essential.
en_us	10607357716437942741.wav	0.000	Crime and ill will toward foreigners in general is virtually unknown in Greenland, even in the towns. There are no rough areas.
en_us	10620599884364593468.wav	0.000	Individuals who had been involved for several decades helped us appreciate our strengths and passions while candidly assessing difficulties and even failures.
en_us	10632887407866160886.wav	0.000	If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.
en_us	10649817794957976205.wav	0.000	Music is often recorded using sophisticated computers to process and mix sounds together.
en_us	10652235193774159795.wav	0.000	Canyoning combines elements from swimming, climbing, and jumping, but requires relatively little training or physical shape to get started, compared to rock climbing, scuba diving, or alpine skiing, for example.
en_us	1065707689083789020.wav	0.067	High-end brand-name frames available in such areas may have two problems: some may be knockoffs, and the real imported ones may be more expensive than at home.
en_us	10657690288189999248.wav	0.042	Panama Papers is an umbrella term for roughly 10 million documents from Panamanian law firm Mossack Fonseca leaked to the press in spring 2016.
en_us	10660980849179120431.wav	0.000	In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.
en_us	10670855357805224977.wav	0.000	You should choose your frequent flyer airline in an alliance carefully.
en_us	10672799675101719924.wav	0.211	Tropical Storm Danielle, for the name storm of the 2010 Atlantic hurricane season, as formed in the Eastern Atlantic Ocean.
en_us	10677599790416835969.wav	0.056	One of the most common problems when trying to convert a movie to DVD is the overscan.
en_us	10685074145658846858.wav	0.000	The setting might be an historic old building with antique furnishings, manicured grounds, and a swimming pool.
en_us	10687619846354755905.wav	0.000	Duty-free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.
en_us	10691447357337690738.wav	0.040	These carps were found all over the moon and appear to be minimally weathered, indicating that the geologic events that created them were fairly recent.
en_us	10699068999125924254.wav	0.000	Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.
en_us	10704467032096521906.wav	0.000	The next picture shows the atoms emitting photons. Of course, in reality, photons are a lot smaller than those in the picture.
en_us	10718618802367778936.wav	0.000	However, a nationwide road network is not economically viable for just a handful of cars, so new methods of production are developed to reduce the cost of car ownership.
en_us	10721910440841105314.wav	0.048	The chimpanzee's hand and foot are similar in size and length, reflecting the hand's use for bearing weight and knuckle walking.
en_us	10722199776187643292.wav	0.000	The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.
en_us	10725202731200915595.wav	0.449	Her other race, the giant slalom, saw her finish in 10th in the women's sitting group with a combined combined run time of 4 hours, 41 minutes and 30 seconds, 2 hours, 11 minutes and 60 seconds, 60 seconds minutes slower than first place finisher Austrian Claudia Lohse and 1:09:02 minutes slower than the 9th place finisher Gyongy Dany of Hungary.
en_us	10730535041611692193.wav	0.000	Bird flu, or more formally avian influenza, can infect both birds and mammals.
en_us	10732556755311585536.wav	0.000	The area is also home to an extremely wide variety of animal and bird species.
en_us	10743986445801081848.wav	0.042	The amount and thickness of the pack ice, according to Pitman, is the worst it has been for sealers in the past 15 years.
en_us	10748999742577892097.wav	0.026	Such children are called feral or wild. Some feral children have been confined by people, usually their own parents. In some cases, this child abandonment was due to the parents' reduction of a child's severe intellectual or physical impairment.
en_us	10752741492417732617.wav	0.000	The atom can be considered to be one of the fundamental building blocks of all matter.
en_us	10755916446669582053.wav	0.057	News spread in the Red Lake community today as funerals for Jeff Wise and three of the nine victims were held. That another student was arrested in connection with the school shootings of March 21st.
en_us	10757720086998403034.wav	0.154	Tourist visits are costly. Demand for physical fitness can only take place in summer (November to February) and are largely limited to the peninsula islands and Ross Sea.
en_us	10760421845346519942.wav	0.000	This includes waiting in line, as drug-sniffing dogs could be used at any time without notice.
en_us	1077307540176096787.wav	0.043	In some countries or types of stores, there are at least one on-site restaurant, often a rather informal one with affordable prices.
en_us	10773568104568423309.wav	0.000	Sort of like rolling a heavy cart up a hill, splitting the nucleus up again then releases some of that energy.
en_us	1078234830426450168.wav	0.000	The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.
en_us	107969457561590242.wav	0.000	He would need to be judged differently if he had lost his car keys, and it was his own car that he was trying to break into.
en_us	10812165050636640086.wav	0.000	Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly.
en_us	10819443945842461879.wav	0.000	This is made to ensure that the image covers the whole screen, that is called overscan.
en_us	10819641332495919425.wav	0.000	Vatican City uses Italian in its legislation and official communications.
en_us	10821342996314224918.wav	0.000	Although its physical state may change, its chemical state remains the same.
en_us	10824993457166379252.wav	0.000	Though smaller, it reminds some elderly visitors of Hawaii before statehood, without all the large tourist hotels and other development.
en_us	10830579120452483757.wav	0.000	Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.
en_us	10831187922368503525.wav	0.111	It is reported that some 9,400 homes in the region are without water, and approximately a hundred without electricity.
en_us	10832920827897595339.wav	0.000	The War of Spanish Succession marked the first war whose central issue was the balance of power.
en_us	10833970092676918350.wav	0.000	Sikhs consider their faith to be a separate religion from Hinduism, though they acknowledge its Hindu roots and traditions.
en_us	10836453818118224570.wav	0.000	Efforts to search for the crash site are being met by bad weather and harsh terrain.
en_us	1084651661465491232.wav	0.103	On the other hand, it is precisely because the volume of water is so high that your viewing of the actual falls would be obscured, all by the water.
en_us	10846523236188941302.wav	0.031	Some of the applications in this category can even translate text in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects.
en_us	10852133505495477156.wav	0.000	Today, Timbuktu is an impoverished town, although its reputation makes it a tourist attraction, and it has an airport.
en_us	10853896951413511061.wav	0.000	Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.
en_us	10880430567817508691.wav	0.000	Golf is a game in which players use clubs to hit balls into holes.
en_us	10880833674931415946.wav	0.000	After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.
en_us	10885473899198212022.wav	0.030	This was more like the four states of matter in the same order: solid, liquid, gas, and plasma. Though he also theorized that they change into new substances to form what we see.
en_us	10895552280681619260.wav	0.038	Part of its charm is the lack of visible corporate development. Pass trains and boats connect the villages, and cars cannot reach them from the outside.
en_us	10898679251948422340.wav	0.000	The translation engines have improved dramatically, and now often give more or less correct translations, and more seldom gibberish. But some care is due, as they still may have gotten it all wrong.
en_us	10899951517525052713.wav	0.069	This is the first time a conviction has been gained using the legislation enacted in 2003 to curb bulk email (aka spam) from unsolicited distribution into users' mailboxes.
en_us	10923710614693468473.wav	0.050	On September 24, 1759, Arthur Guinness signed a 9,000-year lease for the Saint James Gate Brewery in Dublin, Ireland.
en_us	10928154762585659702.wav	0.059	In Rogaland and Agder, they are usually called hay, meaning a treeless moorland often covered in heather.
en_us	10940024390361566141.wav	0.059	2004 Olympic silver medalist Amir Khan said, "Deep down, I think women shouldn't fight. That's my opinion."
en_us	10967961964612103626.wav	0.000	However, very few Royal Navy ships were based near the likely invasion routes, as the admirals were afraid they would be sunk by German air attack.
en_us	10980289721177400327.wav	0.000	You can also have alloys that include small amounts of non-metallic elements like carbon.
en_us	10983647677625672423.wav	0.000	Also, blogging forces students to become more savvy about the world around them. The need to feed the interest of the audience inspires students to be clever and interesting. Toto, 2004.
en_us	10990230772360522258.wav	0.083	The city will be the first in southeastern Europe to host Cal Parade, the world's largest public art event between June and August this year.
en_us	10997880353003138751.wav	0.000	The varieties of French which are spoken in Belgium and Switzerland differ slightly from the French spoken in France, though they are similar enough to be mutually intelligible.
en_us	11040929352812672649.wav	0.083	The Guarani were the most significant indigenous group inhabiting what is now eastern Paraguay, living as semi-nomadic hunters who also practiced subsistence agriculture.
en_us	11056045711331904429.wav	0.000	A change was made this legislative session when the second sentence was deleted first by the House of Representatives, and then was passed in a similar form by the Senate Monday.
en_us	11068273954107905083.wav	0.037	Even traditionally, though not all Sami have been involved in big-scale reindeer husbandry, but lived from fishing, hunting, and similar, having reindeer mostly as draft animals.
en_us	11077024995055450843.wav	0.094	Although in the end, Khrushchev sent in tanks to restore order, he did give way to some economic demands, and agreed to appoint the popular, Wallaletislav Gomulka as a new prime minister.
en_us	11087909272142118351.wav	0.200	It is an archipelago with fifteen islands spread out over 2.2 million square kilometers of ocean.
en_us	11089113259573180973.wav	0.000	If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.
en_us	11090618334661532211.wav	0.000	Winter sports are most popular in the northern regions, with Italians competing in international games and Olympic events.
en_us	11094170014950047885.wav	0.000	It is the biggest acquisition in eBay's history.
en_us	1109936890811322483.wav	0.000	He cave itself, which survived the times, gives a very vivid image of Muhammad's spiritual inclinations.
en_us	11099821682365416658.wav	0.000	If the objective of one's visit to a particular place is to get to know its history and culture, then this type of tourism is known as cultural tourism.
en_us	11108580294439348700.wav	0.042	There are also a few buses giving north to Hebron, the traditional burial place of the biblical patriarchs Abraham, Isaac, Jacob, and their wives.
en_us	11112154188940808399.wav	0.143	The Drukyal Zong is a ruined fortress and Buddhist monastery in the upper part of the Paro District, in Fonde village.
en_us	11115675154177527100.wav	0.000	The translation engines have improved dramatically, and now often give more or less correct translations, and more seldom gibberish. But some care is due, as they still may have gotten it all wrong.
en_us	11118050844023632023.wav	0.000	Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.
en_us	11121681132954897141.wav	0.000	Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.
en_us	11122456214493480092.wav	0.100	The first public readings of the document was by John Nixon in the Yard of Independence Hall on July 8th.
en_us	11124761391371073753.wav	0.037	According to the lawsuit, waste from the UN camp was not properly sanitized, causing bacteria to enter the tributary of the Ardebonne River, one of Haiti's largest.
en_us	11149566297936326664.wav	0.000	Around the 15th century, northern Estonia was under great cultural influence of Germany.
en_us	1115175528648666278.wav	0.083	Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturist and his or her family.
en_us	11155341300030613870.wav	0.000	After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.
en_us	11177582987431056377.wav	0.000	Children develop an awareness of race and racial stereotypes quite young, and these racial stereotypes affect behavior.
en_us	11187535302420617671.wav	0.000	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary.
en_us	1119170207437325573.wav	0.250	Singer Sanju Sharma started the evening, followed by Jay Shankar Choudhary, ascended the Chapun Bhagwan as well. Singer Raju Kandival was accompanying him.
en_us	11199287170694389243.wav	0.000	The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.
en_us	11199608579747069769.wav	0.000	A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.
en_us	11214874228570011858.wav	0.000	In the winter, enjoy some of the best skiing in North America, and in the summer, try some authentic mountain biking.
en_us	1121669659657424435.wav	0.000	Visitors with limited time would be best to spend their time elsewhere.
en_us	11217462632474753581.wav	0.238	If it becomes commercial, we should have it. That is, there is no in principle objections to nuclear energy," Mister Castello said.
en_us	1121979409586228699.wav	0.308	Inland Antarctica is a desolate plateau covered by two to three kilometers of ice.
en_us	1122481485111679159.wav	0.000	Local media reports an airport fire vehicle rolled over while responding.
en_us	11238405772740292448.wav	0.000	The hearing also marks the date for the suspect's right to a speedy trial.
en_us	1125246438819523232.wav	0.000	In the last years of the 18th century, the Vietnamese also invaded Cambodia.
en_us	11261241380408418540.wav	0.000	Please remember that you are essentially visiting a mass grave site, as well as a site that has an almost incalculable meaning to a significant portion of the world's population.
en_us	11264744228266850110.wav	0.000	Any camping below the rim in Grand Canyon requires a backcountry permit.
en_us	11267881581584765527.wav	0.049	There is no known requirement that you obtain a local number from the community in which you live. You can obtain a satellite internet connection in the wilds of Chicken, Alaska, and select a number which claims you're in sunny Arizona.
en_us	11277525542897368465.wav	0.000	Tornadoes strike a small area compared to other violent storms, but they can destroy everything in their path.
en_us	11282624097128759361.wav	0.091	In 2010, while nationalized, the current High Street Bank Northern Rock Place was split from the Bad Bank Northern Rock Asset Management.
en_us	1128760026115206912.wav	0.083	Before the Spanish arrived in the 16th century, northern Chile was under Inca rule, while the indigenous Araucans, Mapaches, inhabited central and southern Chile.
en_us	11295241250096454096.wav	0.143	In 1989, he helped create the C-Fonds with Brooks and Graining, and was responsible for hiring the show's first writing team.
en_us	11298989867189411215.wav	0.121	John Grant from WND Buffalo, reading Rainbow's home station, said, "Reading Rainbow taught kids how to read, the love of reading, and so encouraged kids to pick up a book and to read."
en_us	1130002306335419399.wav	0.074	Sikhism is a religion from the Indian subcontinent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.
en_us	11303235936300262127.wav	0.000	You need to notice the victim's position as you approach him or her, and any automatic red flags.
en_us	11306024386381096339.wav	0.000	One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty, and that the monetary funds of the church are there specifically for that reason.
en_us	11317780837542188955.wav	0.000	All I say to people is, "You treat us the way we treat you."
en_us	11326992853904136730.wav	0.071	The Irish government is stressing the urgency of parliamentary registration to rectify the situation.
en_us	11332902741738440608.wav	0.000	The rise of new technologies allows us to see and investigate brain structures and processes never seen before.
en_us	11340155469403278539.wav	0.000	Dark clouds, unrelated to any volcanic activity, were reported at the base of the mountain.
en_us	11360373836136754777.wav	0.054	Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up King's Way towards Holborn, where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms Hotel.
en_us	11361006607347618941.wav	0.087	The anger pass is needed to enter the temple, so do not forget to bring your passport along when heading to Tanlay Sap.
en_us	1136726708009707322.wav	0.125	The researchers observed crystals formed in cat urine by the audition of melamine and sonoric acid.
en_us	11372533331696757674.wav	0.000	In the rainy season (November to March), the water volume will be higher, and the falls will be more dramatic.
en_us	11374627261403006023.wav	0.067	In 1994, the ethnically Armenian Nagorno-Karabakh region of Azerbaijan waged war against the Azerbaijanis.
en_us	1138222071995269372.wav	0.042	The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by conventional ends around 1500.
en_us	11385510572874556731.wav	0.048	Simonoff said sales boosted after his 2013 appearance in a Shark Tank episode, where the show panel declined funding the startup.
en_us	11389895298201469183.wav	0.059	I was moved every time we did rehearsal on this from the bottom of my heart.
en_us	11391430869009436540.wav	0.000	The focus of this mindset is speed, logic, and accuracy. Also, identification of facts, reapplying existing techniques, gathering information.
en_us	11395126334323002695.wav	0.000	The postmodern approach to learning offers the freedom from absolutes: there is no one good way to learn.
en_us	1139823395554156104.wav	0.000	The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.
en_us	11400526994240016023.wav	0.067	In 1981, Evanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.
en_us	11401407431544465817.wav	0.083	The city will be the first in southeastern Europe to host Cal Parade, the world's largest public art event between June and August this year.
en_us	11413387944055474225.wav	0.000	Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.
en_us	11414630449876339232.wav	0.000	This makes inexpensive zoom lenses hard to use in low light conditions without a flash.
en_us	11416582075105069690.wav	0.188	The Canal District, Dutch Groton Gorda, is the famous 17th-century district surrounding the Bennestad of Amsterdam.
en_us	11418029934977721676.wav	0.034	Carno is a well-known but controversial English tutor who taught under Modern Education and King's Glory, who claimed to have 9,000 students at the peak of his career.
en_us	11419405071928921588.wav	0.000	Mr. Rudd's decision to sign the Kyoto Climate Accord isolates the United States, which will now be the only developed nation not to ratify the agreement.
en_us	11420958399057604113.wav	0.048	Peter Lyns, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway.
en_us	11445243914271571747.wav	0.182	The Iraq Study Group presented its report at 12:00 GMT today.
en_us	11454773266329101959.wav	0.000	The sometimes violent protests were triggered by failure to hold elections, some due since 2011.
en_us	11470294259950245233.wav	0.000	Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be fed or disturbed.
en_us	11475230502262360343.wav	0.000	Now for Japan: Japan was an island country, just like Britain.
en_us	11484543248000664471.wav	0.000	Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.
